jday	Time	u_ref	T_ref	d_ref	precip	q_par	T_canopy	d_canopy	p_atm	CO2_atm	T0	Tsurf	Troot	Zw	lai	A	Ec
125	16.5	0.85	21.5208333333333	1.69301327363962	0	300	21.5208333333333	1.69301327363962	83.7	380	21.5208333333333	21.5208333333333	21.5208333333333	10	1	-999	-999
125	17	0.85	21	1.66773216129149	5	300	21	1.66773216129149	83.7	380	21	21	21	10	1	-999	-999
125	17.5	0.85	20.1458333333333	1.63528710848785	0	300	20.1458333333333	1.63528710848785	83.7	380	20.1458333333333	20.1458333333333	20.1458333333333	10	1	-999	-999
125	18	0.85	19.3958333333333	1.59591799929545	0	300	19.3958333333333	1.59591799929545	83.7	380	19.3958333333333	19.3958333333333	19.3958333333333	10	1	-999	-999
125	18.5	0.85	18.5208333333333	1.54764480693827	0	300	18.5208333333333	1.54764480693827	83.7	380	18.5208333333333	18.5208333333333	18.5208333333333	10	1	-999	-999
125	19	0.85	18.25	1.48917851950544	0	300	18.25	1.48917851950544	83.7	380	18.25	18.25	18.25	10	1	-999	-999
125	19.5	0.85	17.5833333333333	1.49197476229309	0	300	17.5833333333333	1.49197476229309	83.7	380	17.5833333333333	17.5833333333333	17.5833333333333	10	1	-999	-999
125	20	0.85	17.5625	1.46170739504541	0	0	17.5625	1.46170739504541	83.7	380	17.5625	17.5625	17.5625	10	1	-999	-999
125	20.5	0.85	17.3125	1.46050631495385	0	0	17.3125	1.46050631495385	83.7	380	17.3125	17.3125	17.3125	10	1	-999	-999
125	21	0.85	17.3958333333333	1.4648321794715	0	0	17.3958333333333	1.4648321794715	83.7	380	17.3958333333333	17.3958333333333	17.3958333333333	10	1	-999	-999
125	21.5	0.85	17.25	1.46299649884712	0	0	17.25	1.46299649884712	83.7	380	17.25	17.25	17.25	10	1	-999	-999
125	22	0.85	17.3125	1.47157201086565	0	0	17.3125	1.47157201086565	83.7	380	17.3125	17.3125	17.3125	10	1	-999	-999
125	22.5	0.85	17.3333333333333	1.47492231714366	0	0	17.3333333333333	1.47492231714366	83.7	380	17.3333333333333	17.3333333333333	17.3333333333333	10	1	-999	-999
125	23	0.85	17.2083333333333	1.46939101350911	0	0	17.2083333333333	1.46939101350911	83.7	380	17.2083333333333	17.2083333333333	17.2083333333333	10	1	-999	-999
125	23.5	0.85	17.2083333333333	1.47122323064531	0	0	17.2083333333333	1.47122323064531	83.7	380	17.2083333333333	17.2083333333333	17.2083333333333	10	1	-999	-999
126	0	0.85	16.9583333333333	1.47511253215122	0	0	16.9583333333333	1.47511253215122	83.7	380	16.9583333333333	16.9583333333333	16.9583333333333	10	1	-999	-999
126	0.5	0.85	16.125	1.43734446668176	0	0	16.125	1.43734446668176	83.7	380	16.125	16.125	16.125	10	1	-999	-999
126	1	0.85	16.5	1.46092386510976	0	0	16.5	1.46092386510976	83.7	380	16.5	16.5	16.5	10	1	-999	-999
